idcontrato;idAdjudicatario
10544556;500153370
10544575;507704568
10544576;516196448
10544588;504990926
10544723;508592909
10544767;507039440
10544773;505807343
10544775;RGPD
10544822;RGPD
10544825;514266163
10544854;503480045
10544865;500675252
10544873;507011724
10544889;500675252
10544902;503183997
10544916;500357129
10544948;503281115
10544968;RGPD
10544981;RGPD
10545056;503989525
10545087;510113923
10545100;980369959
10545102;505175118
10545110;500230757
10545137;507045491
10545146;502067551
10545152;508809282
10545156;500883750
10545170;502611057
10545182;503641251
10545196;509035167
10545214;511101066
10545245;516024701
10545255;508107997
10545266;508047900
10545273;513718737
10545314;517679302
10545320;501309004
10545322;506204650
10545368;503298999
10545369;505324920
10545376;516331647
10545380;501387064
10545424;503323390
10545432;510229050
10545433;510533515
10545446;506832937
10545454;513252088
10545462;503789372
10545469;RGPD
10545470;506657035
10545523;503322105
10545538;500063524
10545541;510726941
10545548;502106344
10545556;514830514
10545572;510903010
10545575;503258601
10545586;501313915
10545603;980166705
10545609;504223933
10545649;505042037
10545654;RGPD
10545685;508664322
10545699;500371202
10545702;504988964
10545704;RGPD
10545710;502252634
10545720;RGPD
10545729;501576436
10545731;NL800471994B01
10545733;RGPD
10545740;NL800471994B01
10545742;505905590
10545750;RGPD
10545752;505514010
10545757;500684324
10545762;980472024
10545768;504223933
10545783;RGPD
10545793;500139571
10545795;505792362
10545800;501895558
10545811;RGPD
10545816;514719311
10545818;502413603
10545822;500684324
10545837;513455167
10545842;RGPD
10545855;501169580
10545869;500153370
10545888;513452303
10545895;503063851
10545913;516446037
10545928;502266791
10545931;502262184
10545965;509550606
10545995;980079659
10546002;502180595
10546037;506333027
10546039;RGPD
10546050;517804590
10546094;502054883
10546148;RGPD
10546173;500134960
10546183;503821012
10546202;508593778
10546205;517614537
10546209;RGPD
10546235;501326456
10546261;508631890
10546290;RGPD
10546302;501643109
10546360;RGPD
10546361;507956834
10546368;RGPD
10546388;500233810
10546404;500563004
10546405;507052609
10546416;RGPD
10546422;507011724
10546439;RGPD
nan;2265
10546451;506658066
10546452;508831989
10546481;501058834
10546503;500297177
10546508;507958977
10546509;503101435
10546518;514239743
10546559;500492310
nan;5836.32
10546620;507410823
10546636;502960019
10546644;507401549
10546645;RGPD
10546677;504099388
10546725;RGPD
10546743;501505334
10546744;RGPD
10546747;509501508
10546748;516644017
10546770;501326456
10546819;502198168
10546820;504615947
10546829;502587652
10546832;500276218
10546841;RGPD
10546853;515998613
10546855;500246963
10546881;507011724
10546892;507407369
10546911;500792887
10546925;ES-A17225178
10546971;510793266
10546977;507781503
10546981;500243719
10546994;503009482
10547036;980245974
10547039;514536284
10547046;980245974
10547587;503322520
10547590;514080000
10547598;500153370
10547601;503821012
nan;9820
10547625;513515119
10547627;509895360
10547631;515777145
10547634;508718562
10547645;505934361
10547667;509778020
10547710;980245974
10547713;500271518
10547722;GB120313089
10547735;500331251
10547740;501886621
10547751;500675252
10547768;RGPD
10547800;514066024
10547803;507857542
10547809;501733990
10547851;506916243
10547929;RGPD
10547989;500173532
10547998;507072855
10548010;510939503
10548021;501473831
10548059;504759000
10548085;RGPD
10548100;RGPD
10548116;510229050
10548129;504040626
10548148;RGPD
10548154;501782230
10548207;514818484
10548208;RGPD
10548209;RGPD
10548212;980474710
10548213;507306481
10548216;515473057
10548222;RGPD
10548224;509436722
10548226;507992822
10548230;515002739
10548247;501326456
10548259;RGPD
10548277;RGPD
10548278;501509860
10548288;980079659
10548303;RGPD
10548316;500291322
10548335;503945650
10548339;RGPD
10548365;RGPD
10548372;508905168
10548374;509106781
10548384;505778475
10548398;505860503
10548401;516550160
10548417;502381973
10548446;RGPD
10548480;508453259
10548482;508718562
nan;18499.25
10548506;RGPD
10548511;516677586
10548512;503786730
10548522;501351167
10548526;503504564
10548576;502248793
10548592;502942959
10548593;RGPD
10548623;500399670
10548628;516284860
10548656;500063524
10548658;501509860
10548667;510939503
10548700;506223221
10548723;502266791
10548733;500384045
10548743;506176142
10548748;500063524
10548751;503640719
10548755;510261345
10548793;515578568
10548881;507485149
10548907;510667228
10548921;500193100
10548923;507072065
10548927;500499675
10548949;517855640
10548971;502942959
nan;2725
10549000;RGPD
10549010;507002571
10549013;507925173
10549016;513067019
10549064;509521860
10549102;506819973
10549104;505654156
10549122;500189412
10549126;500063524
10549146;500697370
10549147;507392787
10549152;503037605
10549182;503040630
10549193;507002571
10549197;503578754
10549236;500663300
10549237;514062541
10549244;500233810
10549271;503934640
10549274;504569759
10549275;510229050
10549303;513480161
10549305;502493984
10549306;500043256
10549316;508284872
10549327;510728189
10549360;513108890
10549366;505402920
10549377;513334130
10549384;RGPD
10549423;504293753
10549435;RGPD
10549442;505268264
10549447;503281115
10549453;508189560
10549497;502877472
10549505;503171565
10549543;504993011
10549573;503989525
10549584;502513900
10549636;500165602
10549651;504223933
10549654;RGPD
10549660;RGPD
10549667;500191360
10549703;500650870
10549704;500697370
10549714;502614498
10549721;501748318
10549739;507045491
10549745;514690577
10549773;501104216
10549782;500191360
10549787;500139962
10549798;507957547
10549815;501576436
10549854;506415740
10549884;507187288
10549887;500162166
10549908;514157607
10549923;500043256
10549961;500189412
10549964;506415740
10549969;510229050
10549976;517522152
10549979;505510430
10549982;RGPD
10549990;513913157
10550000;502289929
10550018;RGPD
10550020;RGPD
10550472;505067064
10550473;500399670
10550493;505388090
10550495;500880620
10550500;500162220
10550510;RGPD
10550514;513199195
10550525;514814721
10550527;500271518
10550542;510533515
10550546;506686140
10550552;515067156
10550598;508440246
10550632;502522380
10550639;500675252
10550640;B85765766
10550645;507925173
10550646;516046713
10550656;506867340
10550662;502522380
10550663;500697370
10550664;517222337
10550699;514312122
10550708;509678092
10550733;743791860
10550743;504293753
10550756;507072642
10550773;510332617
10550778;RGPD
10550779;510728189
10550787;516548280
10550814;504501666
10550833;507273702
10550843;512043167
10550893;502853417
10550900;506415740
10550990;RGPD
10551009;505368102
10551015;515359645
10551043;980560241
10551051;504988964
10551083;RGPD
10551105;RGPD
10551109;500384045
10551137;507738950
10551159;513097511
10551160;503412031
10551192;505051931
10551215;500271518
10551222;501904921
10551230;RGPD
10551260;501753494
10551293;504002961
10551305;501506543
10551308;500148775
10551328;500161151
10551331;500293023
10551343;500719616
10551345;515246417
10551346;506037169
10551353;500139962
10551383;503742732
10551401;508107997
10551418;502942959
10551459;502411546
10551479;503573922
10551485;510454178
10551487;502595442
10551490;507746376
10551498;503237612
10551510;503070220
10551516;502310090
10551539;500063524
10551553;508622263
10551562;504362674
10551575;980435978
10551581;515503967
10551583;502376899
10551610;501895558
10551613;504242644
10551626;515067156
10551627;503103551
10551630;510691331
10551654;508306000
10551658;RGPD
10551662;513038876
10551720;514313420
10551725;RGPD
10551734;513009000
10551740;509891292
10551752;503546429
10551788;500048193
10551789;504223933
10551805;RGPD
10551816;505044897
10551834;513038876
10551882;510784429
10551908;502942240
10551915;500043256
10551916;510306802
10551926;504344285
10551945;508622263
10551952;500162166
10551961;510908497
10551963;503934640
10551965;510856101
10551970;RGPD
10551982;980245974
10551991;500043256
10551992;504990926
10551994;506819698
10552038;980245974
10552040;507180682
10552045;504665146
10552082;RGPD
â¢;02/08/2024
10552125;504223933
10552140;502248793
10552144;RGPD
10552204;510859305
10552208;500684324
10552213;510478638
10552242;508030218
10552248;515714909
10552253;504889893
10552269;RGPD
10552273;501987169
10552274;507052609
10552285;510352626
10552289;513049932
10552295;510115381
10552298;507945662
10552302;501544682
10552314;501847049
10552320;504112970
10552321;500600546
10552325;503640549
10552354;RGPD
10552367;502512709
10552383;504223933
10552390;513817921
10552392;500826811
10552425;517089556
10552437;NL800471994B01
10552441;510321399
10552471;504890778
10552475;517265494
10552484;509272401
10552495;503636975
10552522;503556530
10552525;500684324
10552542;501325174
10552549;504041266
10552561;510238351
10552565;514536470
10552568;500853975
10552572;RGPD
10552585;505400634
10552608;980488842
10552609;503347345
10552643;500246530
10552651;510500587
10552678;503555380
10552685;510084230
10552714;505797666
10552718;510802230
10552776;517369095
10552784;509759947
10552829;501812466
10552851;510126081
10552857;514929170
10552892;509197752
10552898;509759947
10552904;510576524
10552909;508622263
10552913;508107997
10552918;501727825
10552921;500042772
10553267;501086110
10553269;500094853
10553311;RGPD
10553351;515307467
10553372;500532818
10553411;980472024
10553641;504282921
10553645;504293753
10553647;501086110
10553703;502338547
10553715;501506543
10553718;503558400
10553719;RGPD
10553720;502930462
10553721;501941231
10553748;504223933
10553755;504672517
10553768;506819698
10553776;503140600
10553780;513953396
10553821;RGPD
10553838;504445960
10553843;509087418
10553851;513718737
10553856;510728189
10553865;504328620
10553909;513752781
10553919;502167610
nan;2990
nan;19920
10553972;503480045
10554027;501489126
10554031;501583173
10554078;509366066
10554110;503070220
10554118;517331667
10554122;500136939
10554127;503183997
10554128;506985261
10554155;501412727
10554226;508966353
10554274;501075666
10554287;504536354
10554307;508107997
10554312;505044897
10554340;500189412
10554375;509504345
10554379;505477882
10554383;RGPD
10554406;500063524
10554408;500036365
10554422;513718737
10554448;502611057
10554473;508670837
10554474;513620834
10554507;503347345
10554515;510445020
10554581;512043833
10554610;507755944
10554665;RGPD
10554678;510533540
10554681;506187071
10554699;501326456
10554707;RGPD
10554709;501334521
10554835;RGPD
10554837;504615947
10554841;500223238
10554850;RGPD
10554859;503183997
10554867;508107997
10554886;501909842
10554900;515967327
10554932;500033684
10554938;514951486
10554948;500063524
nan;43960
10555041;515197734
10555046;508107997
10555082;508157471
10555093;503934640
10555143;RGPD
10555144;502124083
10555157;RGPD
10555186;508831989
10555187;515369136
10555225;980201667
10555240;516585045
10555245;506037169
10555259;500231206
10555271;500038546
10555302;500038546
10555306;999999999
10555313;502610069
10555315;506682048
10555326;515618063
10555327;501463313
10555358;509717462
10555371;RGPD
10555373;506122727
10555436;501505334
10555462;514728310
10555478;507872525
10555488;503893684
10555504;500039720
10555515;507340094
10555546;516188267
10555547;509495036
10555609;504243926
10555628;503552461
10555636;506396495
10555653;510113923
10555686;RGPD
10555701;510394639
10555734;501169580
10555757;510154425
nan;5895
10555769;RGPD
10555805;509786723
10555816;505259397
10555833;503276626
10555847;500039720
10555892;506916243
10555916;510728189
10555921;510728189
242000019 - AquisiÃ§Ã£o de pacemakers Ano de ;73200
242000019 - 2024;128500
10555954;500222665
10555963;500106975
10556199;500162166
10556203;502493062
10556206;500209634
10556222;510238351
10556224;500293023
10556226;500209634
10556233;510387438
10556242;500233810
10556246;510238351
10556248;500853975
10556255;510387438
10556257;516338021
10556258;500853975
10556314;503818348
10556318;500191360
10556326;980474710
10556334;500900469
10556336;500357129
10556338;501968326
10556348;506385876
nan;500
10556405;500237433
10556420;RGPD
10556421;508657911
10556424;RGPD
10556455;501643109
10556456;513656677
10556550;501506543
10556553;505148676
10556576;501169580
10556579;507738950
10556588;513789995
10556597;505804441
10556608;503531588
10556622;513631666
10556630;502317124
10556639;510616593
10556652;502020776
10556661;501343237
10556688;980245974
10556692;501471359
10556701;RGPD
10556703;506204650
10556711;86500394
10556713;511101066
10556721;502098279
10556723;505267772
10556726;516677586
10556731;514929170
10556736;502248793
10556752;500697370
10556763;500940231
10556777;507994680
10556786;502609800
10556790;500058440
10556819;507857542
10556820;502670355
10556841;500268460
10556851;516002430
10556852;980079659
10556890;509117660
10556901;504654748
10556925;502765372
10556949;504328620
10556951;510306802
10556973;RGPD
10556977;515085618
Sciences & Technology da Universidade Nova de Lisboa;13515
10556983;G42164020
10556997;514070080
10557007;502772298
10557008;503909637
10557010;RGPD
10557036;507969529
10557047;502262184
10557050;510179851
10557058;515414581
10557064;501224025
10557065;513667199
10557076;513199195
10557089;508447313
10557126;503657891
10557129;506303810
10557146;503934640
10557188;505005468
JustiÃ§a em Portugal Continental (zonas Norte, Centro e Sul);19800
10557278;510982050
10557279;506370836
10557315;514168560
10557316;510858325
10557359;513770267
10557405;RGPD
10557411;502351969
10557418;500162166
10557441;502405422
10557474;RGPD
10557476;509677819
10557487;501355383
10557495;RGPD
10557496;506185966
10557500;513679073
10557557;517371480
10557561;509230598
10557581;513796100
10557591;500792208
10557592;500216843
10557605;RGPD
10557618;501412727
10557633;RGPD
10557648;500697370
10557661;500035121
10557666;508404339
10557671;510255086
10557680;501782281
10557688;516240242
nan;352.41
10557718;505080125
10557724;513718737
10557783;RGPD
10557787;514728310
10557796;501604260
10557825;517298970
10557846;RGPD
10557864;510229050
10557868;501220496
10557899;500239037
10557909;500063524
10557920;500139962
10557929;508284872
10557931;510931537
10557946;RGPD
10557952;503265497
10557957;501524177
10558007;514319178
10558023;RGPD
10558030;517576716
10558094;502044403
10558139;502996323
10558140;507829654
10558141;503934640
10558161;510728189
10558214;504988964
10558246;501436162
10558252;RGPD
10558259;503241660
10558267;501165665
10558272;505141019
10558304;502094281
10558305;501965440
10558325;505919737
10558375;500098140
10558383;509766749
10558385;505294869
10558402;514955201
10558414;506019608
10558417;RGPD
10558447;509754503
10558449;506035638
10558481;509263976
10558493;502041285
10558510;503265390
10558516;516165887
10558547;501506543
10558559;508845815
10558562;505654156
10558566;502609800
10558602;506017931
10558603;502595442
10558610;500223238
10558629;500223238
10558642;RGPD
10558664;502609800
10558686;505654156
10558692;501727825
10558696;504293753
10558714;506526585
10558722;500063524
10558744;504193279
10558755;RGPD
10558760;510438326
10558772;502814926
10558774;510630774
10558785;509469680
10559157;500039720
10559166;500906181
10559183;503347345
10559202;502563664
10559221;510605702
10559225;509845479
10559234;509844456
10559246;RGPD
10559268;RGPD
10559278;508531535
10559366;500940231
10559383;504453939
10559428;504613529
10559491;503933139
10559505;507830458
10559528;500134960
10559545;500142858
10559550;506887928
10559567;514453524
10559573;RGPD
10559574;509269826
10559581;510342191
nan;47900
10559602;508107997
10559610;508831989
10559619;507744551
10559624;500153370
10559640;503125873
10559648;506611183
10559669;500038619
10559678;506760014
10559684;504223933
10559693;509854028
10559712;501169580
10559723;503396435
10559740;505322307
10559746;516440772
10559769;508952530
10559787;503538108
10559791;508296889
10559795;505495414
10559804;500266344
10559808;502293748
10559823;507002571
10559831;505272539
10559836;504320882
10559843;501169580
10559845;RGPD
10559877;502241594
10559914;501789340
10559929;504293753
10559948;508622263
10559987;509875874
10560009;501389660
10560016;501169580
10560032;508831989
10560049;502266791
10560069;505080125
10560079;RGPD
10560086;503971146
10560093;500374090
10560098;500384045
10560102;517703076
10560111;500615250
10560120;510342191
10560134;500239819
10560157;502248793
10560181;RGPD
10560183;508107997
10560192;507372328
10560196;505327180
10560302;513157816
10560312;501643109
10560334;501777407
10560359;510279856
10560362;502265094
10560373;514691921
AQUISIÃÃO DE DIVERSAS AJUDAS TECNICAS;495.28
10560431;RGPD
10560434;500271518
10560439;513404791
10560444;512036845
10560449;980245974
10560453;RGPD
10560454;516356828
10560500;515348333
10560504;503047201
10560527;500188629
10560686;512101434
10560719;502538813
10560755;500663300
10560761;504615947
10560773;509670679
10560802;RGPD
10560831;RGPD
10560881;500063524
10560885;502212187
DIVERSAS AJUDAS TECNICAS;435
10560902;513244417
10560927;505451158
10560962;500165602
10560981;517414546
10560982;508107997
10561046;514632992
10561047;RGPD
10561054;506819698
10561057;980245974
10561068;503824283
10561071;515050571
10561099;501086110
10561115;513514872
10561147;515662712
10561148;504443135
10561166;RGPD
10561207;509717853
10561213;503538108
10561224;516240242
10561228;510396712
10561271;515739995
10561286;RGPD
10561333;504839748
10561338;507957547
10561343;500297177
10561375;503070220
10561390;509925723
10561428;509394817
10561461;FR14349036103
10561600;503604704
10561603;507002571
10561606;RGPD
10561650;514730960
10561671;513475826
10561693;500693390
10561721;504346091
10561733;502629428
10561748;505322684
10561762;506370836
10561765;509133436
10561777;501086110
10561780;515131792
10561784;502064080
10561790;509986501
10561793;RGPD
10561796;502388803
10561800;503313262
10561805;514529903
10562467;503183997
nan;6071.43
10562529;508576598
10562530;502540249
10562555;RGPD
10562556;500223238
10562557;508590086
10562583;505804441
10562587;508554764
10562618;501909842
10562626;510255817
10562630;FR75383799921
10562641;500243719
10562645;506658066
10562647;ESB87372587
10562658;502996323
10562707;B64461312
10562723;505331187
10562734;509297200
10562754;501506543
10562755;500532818
10562790;504136992
10562794;500117110
10562856;514397764
10562877;510165443
10563016;RGPD
10563046;502877472
10563058;509426751
10563094;508559871
10563104;502248793
10563105;500048193
10563121;980245974
10563139;RGPD
10563142;502124083
10563144;500853975
10563155;500918880
10563204;515877387
10563209;503552461
10563212;511135858
10563215;510888135
10563224;501332464
10563227;514996005
10563237;501301321
10563241;502496878
10563252;513833374
10563254;501323325
10563262;503391816
10563264;505634031
10563277;RGPD
10563283;506361470
10563298;501355383
10563351;503665410
10563375;515451258
10563385;504775936
10563443;RGPD
10563452;500145415
10563462;510599818
10563484;501945733
10563486;504988964
10563495;RGPD
10563497;502942959
10563535;500979197
10563552;500006148
10563559;503552461
10563568;505792362
10563579;502611057
10563610;516337629
10563613;510238351
10563620;501605770
10563623;516363930
10563631;500959579
10563632;500649340
10563634;501753494
10563641;502540249
10563672;501506543
10563681;508831989
10563722;510183751
10563742;502388412
10563796;502402172
10563809;501107541
10563837;508590582
10563853;516975951
10563920;516975951
10563952;507072065
10563957;502857722
10563964;506019608
10563979;511002289
10564008;500199906
10564009;506019608
10564028;500231800
10564079;509133100
10564099;500048193
10564110;509418627
10564121;503314471
10564122;501332464
10564134;506820513
10564147;509474047
10564148;505477882
10564149;501355383
10564182;506791262
10564328;508107997
10564359;RGPD
10564360;501847049
10564390;501773339
10564398;513246002
10564403;501426230
10564409;515099783
10564423;RGPD
10564437;RGPD
10564455;503322105
10564464;507319486
10564523;509324061
10564634;506708616
10564635;508690102
10564649;504988964
10564655;504615947
10564668;506226352
10564669;RGPD
10564698;508958105
10564706;RGPD
10564712;515641073
10564740;503171565
10564755;513160361
10564756;506323927
10564784;510798560
10564827;502540249
10564892;503542016
10564950;500201307
10564953;RGPD
10564961;502614625
10564975;510229050
10564976;509582265
10564993;508673038
10565013;514806656
10565083;505232235
10565144;500900469
10565192;500900469
10565194;517743566
10565215;504235982
10565243;514707895
10565256;503195758
10565272;508085349
10565273;500151571
10565880;503504564
10565894;501086110
10565896;500094853
10565904;504282921
10565919;502380543
10565946;501169580
10565959;503842770
10565963;502721871
10565965;503842770
10565976;507925173
10565980;503454109
10565994;502380543
10566001;507072642
10566022;503323390
10566042;502414910
10566044;510229050
10566047;501506543
10566048;509912060
10566049;506037169
10566052;502266791
10566054;501169580
10566055;503538108
10566061;508622263
10566066;504293753
10566071;500162166
10566074;508107997
10566078;500048193
10566086;503705420
10566095;505899914
10566098;B75233726
10566103;510188648
10566132;507558286
10566169;501216901
10566223;502007281
10566241;980379563
10566242;505634031
10566243;501412727
10566245;504053299
10566253;506819698
10566254;500384436
10566265;501895558
10566402;503665410
10566443;510124399
10566495;502810645
10566553;500883750
10566634;502609800
10566641;517476975
10566652;RGPD
10566662;504654748
10566666;506985261
10566719;507662407
10566723;510494218
10566744;503766526
10566798;508250129
10566802;502266791
10566818;506019608
10566821;RGPD
10566857;506985261
10566899;510604285
10566962;513711600
10566986;516623184
10566988;509669930
10567008;510616593
10567022;513311912
10567035;500162166
10567047;503721565
10567067;517050927
10567087;501506543
10567088;503237612
10567109;505792362
10567135;508107997
10567140;502353066
10567149;503538108
10567157;506329780
10567177;505792362
10567270;514480645
10567290;510069347
10567301;506019608
10567325;500472904
10567328;500079846
10567338;502027037
10567341;505317087
10567351;500101965
10567366;501505334
10567367;501315683
10567374;500199906
10567378;507045491
10567383;500372489
10567405;510144160
10567428;500136939
10567429;506019608
10567433;502420227
10567439;503542016
10567441;502414910
10567461;500239819
10567464;RGPD
10567466;506019608
10567468;500162085
10567481;504636430
10567494;510822304
10567500;505654156
10567503;501075666
10567520;513718737
10567523;510144160
10567532;500125546
10567546;501799729
10567550;510653901
10567561;503281115
10567604;505042037
10567607;501351167
10567645;501470336
10567653;504520296
10567721;501144552
10567768;510502725
10567779;501407146
10567785;506691179
10567787;506916243
10567791;511286775
10567792;517285770
10567796;509935192
10567799;500697370
10567816;503347345
10567834;980474710
10567837;501455817
10567848;517058685
10567855;500838887
10567872;501954295
10567876;513855440
10567885;RGPD
10567895;510238351
10567911;500684324
10567912;505634848
10567925;504445960
10568052;509876110
10568108;514718960
10568109;502883308
10568144;502493062
10568157;RGPD
10568167;500134960
10568183;502611057
10568260;511144768
10568297;508899427
10568301;505792362
10568302;501402578
10568303;501436162
10568318;515083704
10568332;517050927
10568353;501378669
10568373;510148590
10568450;502604751
10400194;501445226
10555101;501445226
10555113;500189412
10555151;501467939
10555152;505792362
10555164;503313696
10555190;502942959
10555213;513642749
10555218;515242365
10555229;500748233
10555238;RGPD
10555244;507485149
10555273;508284872
10555324;RGPD
10555325;500063524
10555364;502604751
10555375;504594214
10555395;RGPD
10555399;506037169
10555429;501152750
10555432;500274819
10555459;500492867
10555464;504320882
10555471;515456896
10555482;500162166
10555506;500192200
10555550;980244463
10555556;505316188
10555612;507072855
10555631;507212738
10555665;508592909
10555669;505099438
10555681;502916974
10555691;508992001
10555703;513514872
10555713;500271518
10555714;RGPD
10555733;502916974
10555782;507141806
10555788;500196494
10555799;508771323
10555800;509164293
10555811;RGPD
10555818;980369959
10555822;RGPD
10555824;500043256
10555828;508775876
10555851;500853975
10555857;500123896
10555871;501220496
10555877;515126802
10555884;501799729
10555900;513662332
10555902;511263104
10555913;510728189
242000019 - Ano de 2024;10000
10555958;503387398
10555969;503915319
10556187;508107997
10556190;500134960
10556191;503604704
10556192;500233810
10556205;504282921
10556219;501524177
10556221;502388803
10556228;503326305
10556229;500233810
10556230;500209634
10556231;500050953
10556243;510533515
10556244;500162166
10556253;504807684
10556256;500675252
10556259;500675252
10556260;500209634
10556283;500230366
10556302;504180746
10556328;501904921
10556329;506550974
10556335;503818348
10556337;504849697
10556353;503531588
10556432;515262340
10556437;507011724
10556439;02426132
10556498;505945991
10556502;501355383
10556507;RGPD
10556525;508540798
10556533;515731765
10556535;503183997
10556541;980655684
10556545;510533515
10556546;503934640
10556560;513251227
10556568;517527804
10556615;B85765766
10556616;505042037
10556629;509866808
10556635;515685003
10556670;501895558
10556695;505259397
10556704;513418717
10556710;980245974
10556732;510229050
10556741;514836369
10556746;517635640
10556750;980218764
10556751;500492867
10556768;505042037
10556788;508309450
10556795;501355510
10556798;504654748
10556808;505223732
10556832;503857769
10556834;514058358
10556878;504990926
10556885;500153370
10556888;517285770
10556893;505322307
10556903;514218649
10556929;508367972
10556938;500697370
10556941;513574506
10556947;503893684
10556950;RGPD
10556970;980369959
10556986;RGPD
10557002;505400634
10557003;502338547
10557013;514423650
10557017;500151571
10557029;500136939
10557041;502357690
10557042;504136992
10557044;514391774
10557062;514728922
10557094;506112233
10557099;500162166
nan;194
10557158;500900469
10557175;502653477
10557189;504646656
nan;9384
10557211;501075666
10557242;503934275
10557286;503411302
10557330;500002681
10557366;509122833
10557381;516130528
10557407;RGPD
10557417;502887532
10557421;501782230
10557431;503640719
10557446;502390433
10557483;508107997
10557484;507045491
10557503;508968534
10557524;500162166
10557550;513050205
10557577;503934640
10557589;507766822
10557607;503538108
10557626;501604260
10557631;505192942
10557647;504899295
10557672;502721871
10557714;RGPD
10557723;508107997
10557730;502248793
10557737;502764406
10557744;501891960
10557746;503894427
10557749;RGPD
10557751;500489297
10557766;513734082
10557781;503387398
10557809;505875039
10557814;503513156
10557830;506450520
10557871;514037083
10557888;RGPD
10557910;504235982
10557938;502611057
10557941;500384045
10557966;509230598
10557978;505889170
10557991;508152232
10558040;504453939
10558061;505106841
10558104;505792362
10558116;516522027
10558153;502266791
10558155;RGPD
10558168;504293753
10558183;513642749
10558190;502820780
10558199;501505334
10558219;508038197
10558230;506037169
10558262;501576436
10558301;501476180
10558318;500063524
10558319;500189412
10558345;504594214
10558346;RGPD
10558363;980560241
10558378;514844981
10558400;513067019
10558416;516205692
10558489;505899914
10558539;503047201
10558548;514061391
10558573;RGPD
10558578;500189412
10558587;502595442
10558588;502611057
10558597;501506543
10558598;502544180
10558608;RGPD
10558611;501326456
10558616;501309004
10558622;502883308
10558623;506037169
10558631;505792362
10558640;504293753
10558675;510725503
10558693;513825134
nan;2334
10558712;505792362
10558715;504654748
10558730;504873644
10558748;510728189
10558761;513393560
10558769;502121998
10558770;500717419
10558779;501297294
10558783;507321766
10559160;RGPD
10559207;503070220
10559213;504387359
10559224;508305896
10559243;RGPD
10559280;516412833
10559282;507576632
10559292;503019461
10559294;505853477
10559352;503904040
10559405;503657891
10559435;513466363
10559449;516757199
10559496;RGPD
10559497;516273302
10559498;508073901
10559499;509944647
10559510;503069442
10559520;500201307
10559531;505266202
10559543;513519556
10559562;980488842
10559572;509121276
10559590;500271518
10559614;RGPD
10559634;503183997
10559635;513866760
10559638;500293023
10559649;505792362
10559664;516646010
10559700;503095303
10559762;502407697
10559764;513023038
10559772;500162220
10559790;502248793
10559797;500009120
10559810;508907365
10559825;504512218
10559840;514571810
10559851;509381448
10559856;500068070
10559860;508958970
10559890;508284872
10559893;501309004
10559894;500686599
10559898;510163149
10559924;980245974
10559964;500162220
10559980;RGPD
10559981;506226352
10559983;503231258
10559984;508670837
10560023;503514756
10560036;502285397
10560041;510730507
10560042;980245974
10560062;515888427
10560065;503894427
10560087;500039720
10560089;500280436
10560101;500063524
10560106;503103551
10560112;RGPD
10560123;506210855
10560124;502077883
10560173;506985261
10560182;RGPD
10560186;510552048
10560198;503281115
10560214;502914319
10560226;RGPD
10560244;501895558
10560264;507945662
nan;4900
10560324;503281115
10560350;508775876
10560360;502654015
10560389;501655603
10560395;504523406
10560405;504615947
10560407;500156352
10560425;514492988
10560426;506226352
10560436;500042772
10560442;509299652
10560450;501968326
10560481;500197385
10560510;503757659
10560530;502022469
10560532;514204761
10560546;502262184
10560559;507247825
10560562;502022469
10560668;501904921
10560733;501355383
10560806;502801034
10560809;B64242134
10560863;506317994
10560867;506929809
10560883;501777407
10560888;501777407
10560898;510456510
10560937;506658066
10560963;506226352
10560976;500916837
10560978;506317994
10560990;506820513
10561017;503586307
10561033;505368102
10561034;501682368
10561081;510987303
nan;4500
10561170;500676020
10561192;513156968
10561226;501449345
10561237;501812466
nan;9000
10561240;501449345
10561267;508602289
10561281;503909637
10561311;501872043
10561320;502604751
10561350;980079659
10561360;502309105
10561370;508250501
10561386;RGPD
10561391;502602309
10561401;501413197
10561446;510575269
10561503;500063524
10561512;500492867
10561527;507710894
10561540;503934640
10561541;503593427
10561558;500162166
10561565;504105337
10561570;506484831
10561573;RGPD
10561609;506682048
10561621;508038197
10561637;509621678
10561645;980379563
10561647;511135610
10561665;512053693
10561676;512053693
10561681;502407697
10561687;501792473
10561702;515197700
10561708;503311332
10561723;506415740
10561728;502629428
10561759;508779944
10561767;507819306
10561771;RGPD
10561773;501086110
10561776;504293753
10561798;516451790
10561809;516561138
10561811;RGPD
10562547;510855679
10562550;507068211
10562551;501351167
10562558;502876581
10562567;RGPD
10562575;514608749
10562592;508592909
10562600;508306000
10562607;502293748
10562610;504988964
10562628;501086110
10562631;502020776
10562636;501895558
10562642;A61729042
10562649;503275000
10562687;500134960
10562692;502501880
10562718;501086110
10562740;502064080
10562792;510542948
10562793;506019608
10562796;513600728
10562802;502479418
10562809;504839748
10562844;507445937
10562860;510908497
10562863;508080975
10562865;516129031
10562871;501381171
10562989;513718737
10563001;502991771
10563004;509933874
10563026;502430850
10563039;502942240
10563040;516202073
10563049;503582000
10563068;510730507
10563070;510728189
10563074;507002571
10563093;504626191
10563095;500043256
10563109;503103918
10563111;DE811547771
10563118;500201307
10563131;980655684
10563135;503552461
10563149;503552461
10563153;511003501
10563154;RGPD
10563160;503913634
10563174;500153370
10563196;513481613
10563198;980262364
10563199;RGPD
10563206;504338854
10563225;503552461
10563271;513627073
10563273;503257400
10563281;500271518
10563284;509831605
10563285;517197502
